_id,Tourist ID,Age,Interests,Preferred Tour Duration,Accessibility,Site Name,Sites Visited,Tour Duration,Route ID,Tourist Rating,System Response Time,Recommendation Accuracy,VR Experience Quality,Satisfaction
686d988223c1156e8fe3812f,705,63,"['History', 'Cultural']",4,true,Eiffel Tower,"['Taj Mahal', 'Eiffel Tower', 'Great Wall of China']",5,705000,4.2,2.52,92,4.6,4
686d988223c1156e8fe38130,706,36,['Art'],3,false,Great Wall of China,"['Machu Picchu', 'Eiffel Tower', 'Great Wall of China']",6,706000,2.1,4.69,89,4.5,3
686d988223c1156e8fe38131,707,68,['Cultural'],7,true,Taj Mahal,['Machu Picchu'],2,707000,2.7,2,96,4.4,3
686d988223c1156e8fe38132,708,68,"['Art', 'Nature', 'History']",3,true,Great Wall of China,"['Taj Mahal', 'Machu Picchu', 'Colosseum']",4,708000,4.9,1.66,97,4.9,5
686d988223c1156e8fe38133,709,70,['Art'],6,true,Colosseum,"['Machu Picchu', 'Taj Mahal', 'Colosseum']",7,709000,4.1,1.73,85,5,4
686d988223c1156e8fe38134,710,35,"['Art', 'Architecture', 'History']",3,true,Eiffel Tower,['Eiffel Tower'],3,710000,2.8,1.86,99,4.8,3
686d988223c1156e8fe38135,711,25,"['History', 'Nature', 'Cultural']",4,true,Machu Picchu,"['Eiffel Tower', 'Colosseum']",4,711000,2.2,1.67,90,4.4,3
686d988223c1156e8fe38136,712,38,"['Cultural', 'Nature', 'History']",6,true,Machu Picchu,['Machu Picchu'],2,712000,4,2.05,96,4.6,4
686d988223c1156e8fe38137,713,55,['Architecture'],8,true,Eiffel Tower,"['Great Wall of China', 'Machu Picchu']",5,713000,3,3.59,100,4.1,3
686d988223c1156e8fe38138,714,62,"['History', 'Nature', 'Cultural']",5,false,Taj Mahal,"['Taj Mahal', 'Eiffel Tower', 'Colosseum']",5,714000,4.7,1.76,87,4.4,5
686d988223c1156e8fe38139,715,37,"['Architecture', 'History']",6,false,Machu Picchu,['Great Wall of China'],1,715000,1.3,4.63,95,4.4,3
686d988223c1156e8fe3813a,716,67,"['History', 'Art']",8,true,Colosseum,"['Taj Mahal', 'Eiffel Tower', 'Great Wall of China']",8,716000,3.7,3.51,86,4.1,4
686d988223c1156e8fe3813b,717,41,['History'],5,true,Machu Picchu,"['Machu Picchu', 'Great Wall of China']",2,717000,1.5,3.27,89,4.1,3
686d988223c1156e8fe3813c,718,70,['Art'],5,false,Taj Mahal,"['Great Wall of China', 'Machu Picchu']",4,718000,4.2,4.93,90,4.7,4
686d988223c1156e8fe3813d,719,41,"['Architecture', 'Art', 'Nature']",6,false,Great Wall of China,['Taj Mahal'],3,719000,1.2,3.11,96,4.1,3
686d988223c1156e8fe3813e,720,35,"['Cultural', 'Architecture']",5,false,Taj Mahal,"['Eiffel Tower', 'Taj Mahal', 'Great Wall of China']",6,720000,3.1,2.32,88,4,3
686d988223c1156e8fe3813f,721,54,"['Architecture', 'Art', 'History']",3,true,Colosseum,['Taj Mahal'],1,721000,3.9,1.86,85,4.3,4
686d988223c1156e8fe38140,722,40,"['Nature', 'Cultural', 'Art']",4,true,Taj Mahal,"['Eiffel Tower', 'Great Wall of China']",4,722000,1.3,3.2,89,4.7,3
686d988223c1156e8fe38141,723,54,"['Architecture', 'Nature', 'Cultural']",7,true,Colosseum,['Taj Mahal'],2,723000,2.4,1.71,97,4.2,3
686d988223c1156e8fe38142,724,22,"['Cultural', 'Art']",6,true,Eiffel Tower,"['Great Wall of China', 'Taj Mahal']",5,724000,4.4,2.58,95,4.4,4
686d988223c1156e8fe38143,725,20,"['History', 'Art', 'Cultural']",7,true,Great Wall of China,['Eiffel Tower'],1,725000,4,4.87,100,4.6,4
686d988223c1156e8fe38144,726,53,"['Cultural', 'Architecture', 'History']",8,true,Colosseum,"['Machu Picchu', 'Eiffel Tower', 'Great Wall of China']",8,726000,2,1.85,86,4.2,3
686d988223c1156e8fe38145,727,39,['Art'],6,true,Machu Picchu,"['Eiffel Tower', 'Great Wall of China', 'Taj Mahal']",5,727000,4.6,3.93,89,4.6,5
686d988223c1156e8fe38146,728,32,['Nature'],8,true,Eiffel Tower,"['Machu Picchu', 'Taj Mahal', 'Eiffel Tower']",7,728000,3.3,3.97,98,4.3,3
686d988223c1156e8fe38147,729,68,"['Art', 'Architecture', 'Cultural']",7,false,Machu Picchu,"['Machu Picchu', 'Colosseum', 'Eiffel Tower']",7,729000,4.4,2.99,90,4.5,4
686d988223c1156e8fe38148,730,53,['Nature'],8,true,Machu Picchu,"['Taj Mahal', 'Machu Picchu']",4,730000,4.8,4.56,88,4.2,5
686d988223c1156e8fe38149,731,48,['Cultural'],3,true,Taj Mahal,"['Taj Mahal', 'Great Wall of China', 'Machu Picchu']",5,731000,4,3.25,85,4.7,4
686d988223c1156e8fe3814a,732,60,['History'],4,true,Taj Mahal,"['Colosseum', 'Taj Mahal', 'Great Wall of China']",4,732000,3.5,3.38,90,4.9,4
686d988223c1156e8fe3814b,733,38,['Cultural'],3,true,Great Wall of China,"['Taj Mahal', 'Machu Picchu']",6,733000,3.1,4.03,97,4,3
686d988223c1156e8fe3814c,734,52,"['History', 'Architecture']",8,true,Machu Picchu,"['Machu Picchu', 'Eiffel Tower']",5,734000,3.6,1.68,87,4.7,4
686d988223c1156e8fe3814d,735,50,"['History', 'Nature', 'Architecture']",5,false,Taj Mahal,['Colosseum'],3,735000,3.1,1.51,90,4.7,3
686d988223c1156e8fe3814e,736,18,['Cultural'],6,true,Taj Mahal,"['Eiffel Tower', 'Colosseum', 'Machu Picchu']",7,736000,2,4.43,97,4.6,3
686d988223c1156e8fe3814f,737,59,"['Art', 'Nature', 'History']",3,true,Great Wall of China,"['Eiffel Tower', 'Great Wall of China']",6,737000,4.5,3.07,88,4.4,5
686d988223c1156e8fe38150,738,64,['Architecture'],3,false,Machu Picchu,"['Colosseum', 'Taj Mahal']",5,738000,3.7,4.67,96,4.3,4
686d988223c1156e8fe38151,739,39,"['Art', 'Cultural', 'Nature']",3,false,Machu Picchu,"['Eiffel Tower', 'Great Wall of China']",5,739000,4.1,3.98,88,4.4,4
686d988223c1156e8fe38152,740,52,"['Art', 'Cultural', 'History']",4,true,Taj Mahal,['Taj Mahal'],3,740000,4.1,2.53,86,4.7,4
686d988223c1156e8fe38153,741,28,"['Art', 'Cultural']",8,false,Machu Picchu,['Great Wall of China'],2,741000,3.9,3.1,99,4.2,4
686d988223c1156e8fe38154,742,40,"['Art', 'Architecture', 'History']",3,true,Great Wall of China,"['Eiffel Tower', 'Taj Mahal']",5,742000,4.7,3.04,100,4.2,5
686d988223c1156e8fe38155,743,70,['Art'],5,false,Great Wall of China,"['Machu Picchu', 'Eiffel Tower']",3,743000,4.8,3.52,95,4,5
686d988223c1156e8fe38156,744,54,"['Nature', 'Architecture', 'History']",3,false,Machu Picchu,"['Great Wall of China', 'Colosseum']",6,744000,2.2,2.85,95,4,3
686d988223c1156e8fe38157,745,39,"['History', 'Cultural', 'Nature']",5,false,Taj Mahal,"['Great Wall of China', 'Eiffel Tower']",5,745000,4.8,3.37,92,4.3,5
686d988223c1156e8fe38158,746,59,"['Art', 'History', 'Nature']",3,false,Taj Mahal,"['Great Wall of China', 'Colosseum']",4,746000,2.6,2.34,96,4.5,3
686d988223c1156e8fe38159,747,29,['Cultural'],3,false,Great Wall of China,"['Machu Picchu', 'Colosseum', 'Eiffel Tower']",9,747000,2.2,3.82,100,4.4,3
686d988223c1156e8fe3815a,748,24,"['Cultural', 'History', 'Nature']",6,false,Machu Picchu,['Taj Mahal'],1,748000,2.1,2.36,99,4.3,3
686d988223c1156e8fe3815b,749,22,['History'],7,false,Great Wall of China,['Taj Mahal'],3,749000,1.4,2.79,85,4.8,3
686d988223c1156e8fe3815c,750,47,"['Cultural', 'History']",7,true,Great Wall of China,"['Eiffel Tower', 'Great Wall of China']",3,750000,4.6,3.64,85,4.1,5
686d988223c1156e8fe3815d,751,21,"['Cultural', 'Art', 'Architecture']",3,false,Taj Mahal,"['Great Wall of China', 'Eiffel Tower']",6,751000,3.8,4.64,93,4.9,4
686d988223c1156e8fe3815e,752,41,"['Architecture', 'Art', 'History']",7,true,Great Wall of China,"['Machu Picchu', 'Great Wall of China']",3,752000,3.4,2.01,96,4.6,3
686d988223c1156e8fe3815f,753,20,"['Nature', 'Art']",4,true,Taj Mahal,['Taj Mahal'],2,753000,3.9,1.74,100,5,4
686d988223c1156e8fe38160,754,23,['Architecture'],5,true,Taj Mahal,"['Eiffel Tower', 'Taj Mahal', 'Colosseum']",5,754000,3.4,2.03,86,4.6,3
686d988223c1156e8fe38161,755,48,"['Art', 'History', 'Cultural']",4,false,Great Wall of China,"['Colosseum', 'Great Wall of China']",4,755000,4.5,4.24,88,4.5,5
686d988223c1156e8fe38162,756,63,"['Nature', 'History', 'Art']",6,false,Great Wall of China,"['Great Wall of China', 'Taj Mahal']",4,756000,3.5,3.35,96,4.7,4
686d988223c1156e8fe38163,757,36,"['Architecture', 'Art']",7,true,Eiffel Tower,"['Eiffel Tower', 'Taj Mahal']",3,757000,2.6,4.19,98,4.9,3
686d988223c1156e8fe38164,758,60,"['History', 'Architecture', 'Nature']",8,true,Eiffel Tower,"['Machu Picchu', 'Taj Mahal', 'Great Wall of China']",3,758000,3.2,3.44,93,4.5,3
686d988223c1156e8fe38165,759,41,['History'],8,true,Colosseum,"['Great Wall of China', 'Eiffel Tower']",3,759000,1.3,4.72,95,4.6,3
686d988223c1156e8fe38166,760,27,"['History', 'Cultural', 'Nature']",8,true,Great Wall of China,"['Taj Mahal', 'Machu Picchu']",4,760000,2.9,2.85,86,4.2,3
686d988223c1156e8fe38167,761,41,['Art'],4,true,Machu Picchu,['Colosseum'],3,761000,1.1,2.4,89,4.6,3
686d988223c1156e8fe38168,762,26,"['Art', 'Nature', 'Cultural']",6,false,Eiffel Tower,['Machu Picchu'],2,762000,2.8,4.5,93,4.7,3
686d988223c1156e8fe38169,763,46,['Architecture'],3,true,Machu Picchu,"['Taj Mahal', 'Great Wall of China', 'Machu Picchu']",6,763000,3.6,2.69,93,4.5,4
686d988223c1156e8fe3816a,764,64,['Cultural'],4,false,Eiffel Tower,"['Great Wall of China', 'Taj Mahal', 'Eiffel Tower']",6,764000,3.3,2.43,90,4.6,3
686d988223c1156e8fe3816b,765,53,"['Art', 'Architecture', 'Cultural']",4,true,Colosseum,"['Colosseum', 'Machu Picchu', 'Great Wall of China']",6,765000,4.9,2.23,98,5,5
686d988223c1156e8fe3816c,766,48,['Nature'],3,false,Machu Picchu,"['Colosseum', 'Great Wall of China']",4,766000,4.1,2.28,93,4.3,4
686d988223c1156e8fe3816d,767,69,['Art'],5,false,Colosseum,"['Eiffel Tower', 'Machu Picchu', 'Colosseum']",4,767000,4.5,1.97,87,4.9,5
686d988223c1156e8fe3816e,768,54,['Art'],8,true,Colosseum,"['Great Wall of China', 'Taj Mahal']",5,768000,4.3,3.41,99,4.5,4
686d988223c1156e8fe3816f,769,59,"['Architecture', 'Cultural']",3,true,Eiffel Tower,"['Machu Picchu', 'Colosseum']",4,769000,4.1,1.59,89,4.2,4
686d988223c1156e8fe38170,770,18,"['History', 'Cultural', 'Art']",7,false,Colosseum,"['Eiffel Tower', 'Taj Mahal', 'Machu Picchu']",4,770000,3,3.68,86,4.6,3
686d988223c1156e8fe38171,771,45,"['Nature', 'Art', 'Cultural']",7,false,Taj Mahal,['Eiffel Tower'],1,771000,1.2,2.12,97,4.7,3
686d988223c1156e8fe38172,772,46,"['Nature', 'Art']",7,false,Eiffel Tower,"['Great Wall of China', 'Machu Picchu']",3,772000,2.1,1.98,96,4.1,3
686d988223c1156e8fe38173,773,52,['Cultural'],8,false,Colosseum,"['Great Wall of China', 'Machu Picchu']",6,773000,1.9,1.64,100,4.4,3
686d988223c1156e8fe38174,774,67,"['Art', 'History']",6,false,Machu Picchu,"['Colosseum', 'Eiffel Tower']",4,774000,4.9,3.35,99,4.4,5
686d988223c1156e8fe38175,775,65,"['Nature', 'Cultural', 'Art']",6,false,Great Wall of China,"['Eiffel Tower', 'Machu Picchu']",5,775000,3.9,2.33,98,4.8,4
686d988223c1156e8fe38176,776,19,"['History', 'Cultural', 'Nature']",6,true,Colosseum,"['Great Wall of China', 'Machu Picchu']",5,776000,2.7,3.99,89,4.7,3
686d988223c1156e8fe38177,777,66,['Architecture'],7,false,Machu Picchu,"['Taj Mahal', 'Eiffel Tower']",4,777000,2.2,4.74,85,5,3
686d988223c1156e8fe38178,778,34,"['Art', 'Nature']",8,false,Colosseum,"['Great Wall of China', 'Eiffel Tower']",6,778000,4.2,4.83,100,4.9,4
686d988223c1156e8fe38179,779,38,"['Nature', 'Art']",8,true,Eiffel Tower,['Great Wall of China'],2,779000,3.4,4.87,86,4.8,3
686d988223c1156e8fe3817a,780,62,"['Architecture', 'Art', 'Nature']",8,true,Eiffel Tower,"['Great Wall of China', 'Machu Picchu', 'Colosseum']",6,780000,3.6,4.09,98,4,4
686d988223c1156e8fe3817b,781,56,['History'],4,false,Colosseum,"['Great Wall of China', 'Machu Picchu', 'Eiffel Tower']",6,781000,4.5,2.19,96,4.5,5
686d988223c1156e8fe3817c,782,20,"['History', 'Architecture', 'Art']",4,false,Eiffel Tower,"['Colosseum', 'Eiffel Tower']",3,782000,3.3,2.42,85,4.6,3
686d988223c1156e8fe3817d,783,50,"['Nature', 'History', 'Architecture']",3,false,Machu Picchu,['Taj Mahal'],1,783000,1.4,4.46,85,4.2,3
686d988223c1156e8fe3817e,784,70,"['History', 'Nature', 'Cultural']",8,false,Eiffel Tower,"['Colosseum', 'Eiffel Tower']",4,784000,4.8,3.8,88,4.3,5
686d988223c1156e8fe3817f,785,42,"['Nature', 'Art', 'Cultural']",5,false,Colosseum,['Eiffel Tower'],1,785000,4.7,4.42,97,4,5
686d988223c1156e8fe38180,786,62,"['Art', 'Architecture']",3,true,Colosseum,"['Eiffel Tower', 'Taj Mahal']",5,786000,2.2,4.94,100,4.3,3
686d988223c1156e8fe38181,787,19,['Nature'],4,true,Machu Picchu,['Taj Mahal'],3,787000,3.2,4.59,87,4.9,3
686d988223c1156e8fe38182,788,65,"['Art', 'Cultural', 'History']",7,true,Great Wall of China,['Great Wall of China'],1,788000,4.1,3,87,4.2,4
686d988223c1156e8fe38183,789,37,['Cultural'],7,true,Taj Mahal,"['Machu Picchu', 'Great Wall of China', 'Eiffel Tower']",5,789000,2.7,1.98,92,4.3,3
686d988223c1156e8fe38184,790,43,"['Art', 'Architecture']",6,false,Machu Picchu,"['Great Wall of China', 'Taj Mahal']",5,790000,3.2,3.76,96,4.4,3
686d988223c1156e8fe38185,791,63,"['History', 'Nature', 'Art']",5,false,Machu Picchu,['Machu Picchu'],3,791000,2,2.16,91,4.6,3
686d988223c1156e8fe38186,792,18,"['Architecture', 'History']",7,true,Colosseum,['Machu Picchu'],1,792000,3.6,3.65,85,5,4
686d988223c1156e8fe38187,793,44,"['Nature', 'History', 'Cultural']",3,false,Colosseum,['Great Wall of China'],2,793000,2,2.8,92,4.1,3
686d988223c1156e8fe38188,794,31,"['Art', 'Cultural', 'Nature']",5,false,Great Wall of China,"['Taj Mahal', 'Eiffel Tower']",5,794000,3.4,3.84,92,4.1,3
686d988223c1156e8fe38189,795,34,['Architecture'],6,true,Eiffel Tower,['Colosseum'],3,795000,2.4,2.36,86,4.6,3
686d988223c1156e8fe3818a,796,41,['Nature'],7,true,Machu Picchu,"['Taj Mahal', 'Machu Picchu']",5,796000,4.9,3.75,89,4.5,5
686d988223c1156e8fe3818b,797,41,"['Art', 'History', 'Cultural']",6,false,Colosseum,"['Eiffel Tower', 'Taj Mahal']",4,797000,4.3,2.03,89,4.3,4
686d988223c1156e8fe3818c,798,48,"['Art', 'History']",8,true,Colosseum,"['Great Wall of China', 'Machu Picchu', 'Eiffel Tower']",7,798000,4.7,2.99,85,4.9,5
686d988223c1156e8fe3818d,799,25,"['Art', 'Cultural']",5,true,Colosseum,['Eiffel Tower'],1,799000,1.7,3.32,85,4.4,3
686d988223c1156e8fe3818e,800,54,"['Cultural', 'Architecture']",5,true,Machu Picchu,"['Machu Picchu', 'Taj Mahal']",5,800000,4,2.07,87,4.2,4
686d988223c1156e8fe3818f,801,55,"['Architecture', 'Cultural', 'Nature']",3,false,Eiffel Tower,['Eiffel Tower'],1,801000,1.1,3.26,97,4.9,3
686d988223c1156e8fe38190,802,46,"['Architecture', 'History']",8,false,Eiffel Tower,"['Colosseum', 'Taj Mahal']",5,802000,4.3,4.16,85,4.1,4
686d988223c1156e8fe38191,803,54,"['Nature', 'Architecture', 'History']",7,false,Taj Mahal,"['Great Wall of China', 'Colosseum', 'Eiffel Tower']",7,803000,4.6,4.97,92,4.3,5
686d988223c1156e8fe38192,804,22,"['Cultural', 'History']",6,true,Machu Picchu,"['Eiffel Tower', 'Colosseum']",5,804000,1.1,4.35,98,5,3
686d988223c1156e8fe38193,805,62,['Cultural'],4,false,Taj Mahal,"['Colosseum', 'Great Wall of China']",6,805000,2.7,4.39,95,4.8,3
686d988223c1156e8fe38194,806,58,"['Architecture', 'Art']",3,true,Colosseum,"['Taj Mahal', 'Machu Picchu']",3,806000,4.4,4.41,87,4.3,4
686d988223c1156e8fe38195,807,61,"['History', 'Nature']",6,true,Great Wall of China,"['Great Wall of China', 'Taj Mahal', 'Machu Picchu']",3,807000,2,1.97,93,4.4,3
686d988223c1156e8fe38196,808,57,"['History', 'Nature']",7,false,Machu Picchu,['Eiffel Tower'],2,808000,1.8,1.72,93,4.7,3
686d988223c1156e8fe38197,809,65,"['Art', 'Architecture']",5,true,Taj Mahal,"['Eiffel Tower', 'Taj Mahal']",4,809000,1.2,4.62,89,5,3
686d988223c1156e8fe38198,810,33,"['Art', 'Nature', 'Architecture']",8,false,Machu Picchu,"['Colosseum', 'Eiffel Tower']",6,810000,4.4,3.08,94,4.1,4
686d988223c1156e8fe38199,811,51,"['History', 'Nature', 'Architecture']",7,true,Colosseum,"['Great Wall of China', 'Taj Mahal', 'Eiffel Tower']",4,811000,4.3,2.48,89,4.5,4
686d988223c1156e8fe3819a,812,57,"['Cultural', 'Architecture']",6,false,Colosseum,"['Eiffel Tower', 'Great Wall of China', 'Taj Mahal']",4,812000,3.3,3.1,97,4.2,3
686d988223c1156e8fe3819b,813,44,"['Art', 'Cultural', 'History']",3,true,Great Wall of China,['Taj Mahal'],3,813000,1,3.02,96,4.2,3
686d988223c1156e8fe3819c,814,34,['Nature'],3,false,Machu Picchu,"['Machu Picchu', 'Great Wall of China']",6,814000,2.1,4.43,100,4,3
686d988223c1156e8fe3819d,815,21,"['Nature', 'Cultural']",7,false,Colosseum,['Great Wall of China'],2,815000,4.1,2.06,94,4.7,4
686d988223c1156e8fe3819e,816,70,"['Nature', 'Art', 'Architecture']",6,true,Eiffel Tower,['Eiffel Tower'],2,816000,1,2.34,85,4.5,3
686d988223c1156e8fe3819f,817,60,"['History', 'Cultural', 'Nature']",8,false,Taj Mahal,"['Eiffel Tower', 'Taj Mahal', 'Great Wall of China']",5,817000,2.4,4.07,98,4.5,3
686d988223c1156e8fe381a0,818,26,"['Nature', 'Cultural']",6,true,Great Wall of China,"['Colosseum', 'Eiffel Tower']",4,818000,1.8,3.41,86,4.6,3
686d988223c1156e8fe381a1,819,20,['Cultural'],7,false,Great Wall of China,"['Eiffel Tower', 'Taj Mahal']",5,819000,3.6,3.94,91,5,4
686d988223c1156e8fe381a2,820,34,"['Architecture', 'Art', 'History']",4,true,Eiffel Tower,"['Eiffel Tower', 'Taj Mahal']",3,820000,1.1,3.47,92,4.7,3
686d988223c1156e8fe381a3,821,41,"['Art', 'History', 'Nature']",6,true,Great Wall of China,"['Great Wall of China', 'Eiffel Tower']",6,821000,3.8,3.18,94,4.5,4
686d988223c1156e8fe381a4,822,56,"['Art', 'Nature', 'History']",6,false,Machu Picchu,"['Colosseum', 'Great Wall of China', 'Taj Mahal']",5,822000,4.1,3.35,87,5,4
686d988223c1156e8fe381a5,823,29,"['Architecture', 'History']",5,true,Taj Mahal,['Machu Picchu'],2,823000,4.4,4.46,88,4.6,4
686d988223c1156e8fe381a6,824,32,"['Nature', 'Art']",4,true,Eiffel Tower,"['Eiffel Tower', 'Taj Mahal']",3,824000,3.6,2.38,88,4.4,4
686d988223c1156e8fe381a7,825,68,['Architecture'],4,true,Taj Mahal,['Machu Picchu'],1,825000,2.9,2.69,85,4.8,3
686d988223c1156e8fe381a8,826,48,"['Nature', 'Cultural', 'Architecture']",3,true,Machu Picchu,['Colosseum'],1,826000,2,3.44,88,4.4,3
686d988223c1156e8fe381a9,827,52,['Art'],4,false,Eiffel Tower,"['Great Wall of China', 'Taj Mahal']",4,827000,1.1,1.85,99,4.2,3
686d988223c1156e8fe381aa,828,65,"['Nature', 'Cultural']",6,true,Colosseum,['Colosseum'],3,828000,4.9,2.8,90,4,5
686d988223c1156e8fe381ab,829,63,"['History', 'Architecture', 'Cultural']",8,false,Taj Mahal,['Eiffel Tower'],2,829000,4,3,89,4.5,4
686d988223c1156e8fe381ac,830,67,['Art'],6,false,Machu Picchu,"['Great Wall of China', 'Machu Picchu', 'Colosseum']",6,830000,4.4,3.07,87,4.8,4
686d988223c1156e8fe381ad,831,22,"['Nature', 'Architecture']",4,false,Eiffel Tower,"['Taj Mahal', 'Eiffel Tower']",3,831000,1.2,2.14,91,5,3
686d988223c1156e8fe381ae,832,47,"['History', 'Cultural', 'Nature']",8,true,Machu Picchu,['Machu Picchu'],2,832000,4.2,3.27,99,4.5,4
686d988223c1156e8fe381af,833,27,['History'],6,true,Eiffel Tower,"['Eiffel Tower', 'Great Wall of China', 'Colosseum']",5,833000,2.9,3.62,96,4.2,3
686d988223c1156e8fe381b0,834,39,"['Nature', 'Art', 'Cultural']",4,true,Great Wall of China,"['Great Wall of China', 'Taj Mahal']",6,834000,2.3,3.27,85,4.1,3
686d988223c1156e8fe381b1,835,24,"['Cultural', 'Architecture']",3,false,Eiffel Tower,"['Machu Picchu', 'Great Wall of China']",2,835000,4.4,4.05,91,4.5,4
686d988223c1156e8fe381b2,836,62,['Art'],5,false,Eiffel Tower,"['Eiffel Tower', 'Taj Mahal']",3,836000,1.1,3.76,92,4.7,3
686d988223c1156e8fe381b3,837,32,['History'],7,false,Eiffel Tower,"['Taj Mahal', 'Eiffel Tower', 'Great Wall of China']",5,837000,1.2,3.75,87,4.9,3
686d988223c1156e8fe381b4,838,54,"['History', 'Nature']",6,false,Eiffel Tower,"['Great Wall of China', 'Eiffel Tower']",5,838000,3.1,4.06,91,4,3
686d988223c1156e8fe381b5,839,33,"['History', 'Art']",3,false,Eiffel Tower,"['Taj Mahal', 'Great Wall of China']",2,839000,4.3,3.24,88,4.7,4
686d988223c1156e8fe381b6,840,70,['Art'],3,false,Taj Mahal,"['Taj Mahal', 'Colosseum']",5,840000,1.9,2.77,96,4.9,3
686d988223c1156e8fe381b7,841,51,['History'],5,false,Colosseum,"['Great Wall of China', 'Taj Mahal', 'Colosseum']",6,841000,4.6,3.36,97,4.2,5
686d988223c1156e8fe381b8,842,27,"['Art', 'Cultural', 'History']",4,true,Machu Picchu,"['Great Wall of China', 'Machu Picchu', 'Taj Mahal']",4,842000,1,4.92,86,4.1,3
686d988223c1156e8fe381b9,843,29,"['History', 'Cultural']",6,true,Eiffel Tower,"['Machu Picchu', 'Eiffel Tower']",5,843000,3.5,3.31,86,4.9,4
686d988223c1156e8fe381ba,844,67,['Architecture'],3,false,Great Wall of China,['Eiffel Tower'],2,844000,2.1,2.18,98,4.9,3
686d988223c1156e8fe381bb,845,40,"['Art', 'History', 'Cultural']",8,false,Great Wall of China,"['Colosseum', 'Great Wall of China']",4,845000,2.4,1.53,95,4.9,3
686d988223c1156e8fe381bc,846,47,"['Nature', 'History', 'Art']",4,false,Machu Picchu,"['Machu Picchu', 'Eiffel Tower']",4,846000,4.4,3.35,97,4.6,4
686d988223c1156e8fe381bd,847,25,"['History', 'Nature', 'Art']",7,false,Machu Picchu,"['Colosseum', 'Great Wall of China', 'Eiffel Tower']",4,847000,4.5,3.1,97,4.8,5
686d988223c1156e8fe381be,848,65,"['Architecture', 'Cultural', 'Nature']",4,true,Machu Picchu,"['Colosseum', 'Great Wall of China', 'Taj Mahal']",7,848000,3.9,1.55,93,4.3,4
686d988223c1156e8fe381bf,849,45,['Nature'],5,false,Taj Mahal,"['Taj Mahal', 'Colosseum']",3,849000,3.1,4.65,92,4.5,3
686d988223c1156e8fe381c0,850,21,"['History', 'Art', 'Nature']",4,true,Colosseum,"['Machu Picchu', 'Colosseum']",5,850000,2,1.85,97,4.1,3
686d988223c1156e8fe381c1,851,23,"['Nature', 'Architecture']",3,true,Machu Picchu,"['Colosseum', 'Taj Mahal', 'Eiffel Tower']",7,851000,2.8,1.88,100,4.2,3
686d988223c1156e8fe381c2,852,57,"['Cultural', 'Art']",5,true,Colosseum,"['Taj Mahal', 'Machu Picchu', 'Eiffel Tower']",4,852000,4.3,4.62,89,4.9,4
686d988223c1156e8fe381c3,853,51,"['Nature', 'Architecture']",4,false,Colosseum,['Eiffel Tower'],2,853000,3.5,4.42,87,4,4
686d988223c1156e8fe381c4,854,28,['Architecture'],3,true,Machu Picchu,"['Taj Mahal', 'Machu Picchu']",4,854000,4.4,1.78,92,4.4,4
686d988223c1156e8fe381c5,855,28,['History'],5,false,Colosseum,"['Taj Mahal', 'Machu Picchu', 'Great Wall of China']",5,855000,3.8,3.23,88,4.1,4
686d988223c1156e8fe381c6,856,25,"['Art', 'Architecture', 'Cultural']",8,true,Colosseum,['Great Wall of China'],2,856000,3.3,4.43,95,4.3,3
686d988223c1156e8fe381c7,857,68,"['History', 'Cultural', 'Art']",8,true,Great Wall of China,"['Taj Mahal', 'Colosseum']",4,857000,4.8,1.65,89,4.4,5
686d988223c1156e8fe381c8,858,67,['History'],8,true,Machu Picchu,"['Taj Mahal', 'Eiffel Tower']",4,858000,4.1,2.26,94,4.6,4
686d988223c1156e8fe381c9,859,23,"['Art', 'Architecture']",6,false,Great Wall of China,"['Eiffel Tower', 'Colosseum', 'Great Wall of China']",4,859000,1.7,2.91,92,4.5,3
686d988223c1156e8fe381ca,860,48,"['Nature', 'Cultural']",8,true,Great Wall of China,"['Colosseum', 'Machu Picchu', 'Eiffel Tower']",5,860000,2,1.84,91,4.7,3
686d988223c1156e8fe381cb,861,42,"['Architecture', 'History']",7,false,Colosseum,['Eiffel Tower'],3,861000,4.6,4.99,89,4.6,5
686d988223c1156e8fe381cc,862,44,['Nature'],4,false,Great Wall of China,"['Eiffel Tower', 'Taj Mahal', 'Great Wall of China']",9,862000,2.1,2.66,98,4.1,3
686d988223c1156e8fe381cd,863,60,"['Cultural', 'Art']",6,true,Taj Mahal,"['Colosseum', 'Great Wall of China', 'Taj Mahal']",5,863000,1.3,3.6,85,4.7,3
686d988223c1156e8fe381ce,864,32,"['Art', 'Cultural']",3,true,Eiffel Tower,['Colosseum'],1,864000,2,1.96,96,4.8,3
686d988223c1156e8fe381cf,865,67,"['Art', 'Cultural', 'Architecture']",8,false,Eiffel Tower,"['Colosseum', 'Machu Picchu', 'Eiffel Tower']",5,865000,3.3,3.14,86,4.4,3
686d988223c1156e8fe381d0,866,63,"['Art', 'Cultural', 'Nature']",4,false,Eiffel Tower,['Machu Picchu'],3,866000,2.5,4.76,88,4.1,3
686d988223c1156e8fe381d1,867,48,['Nature'],3,false,Machu Picchu,"['Taj Mahal', 'Colosseum']",3,867000,3.7,4.58,96,4.7,4
686d988223c1156e8fe381d2,868,63,"['Art', 'Architecture', 'History']",6,false,Eiffel Tower,"['Machu Picchu', 'Colosseum', 'Taj Mahal']",7,868000,1,3.3,89,4.5,3
